hour,day,soc_wh,processing_paused,brownout_events,storage_used_bytes,storage_occupancy,total_physical_writes_bytes,wear_fraction,health_fraction
67,2,60.0,False,3,53687091200,0.1953,185220464600,0.000225,0.999775
68,2,40.0,False,3,54760833024,0.1992,188924873892,0.000229,0.999771
69,2,20.0,False,3,55834574848,0.2031,192629283184,0.000234,0.999766
70,2,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
71,2,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
72,3,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
73,3,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
74,3,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
75,3,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
76,3,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
77,3,0.0,True,4,55834574848,0.2031,192629283184,0.000234,0.999766
78,3,20.0,False,4,56908316672,0.207,196333692476,0.000238,0.999762
79,3,40.0,False,4,57982058496,0.2109,200038101768,0.000243,0.999757
80,3,60.0,False,4,59055800320,0.2148,203742511060,0.000247,0.999753
81,3,80.0,False,4,60129542144,0.2188,207446920352,0.000252,0.999748
82,3,100.0,False,4,61203283968,0.2227,211151329644,0.000256,0.999744
83,3,100.0,False,4,62277025792,0.2266,214855738936,0.000261,0.999739
84,3,100.0,False,4,63350767616,0.2305,218560148228,0.000265,0.999735
85,3,100.0,False,4,64424509440,0.2344,222264557520,0.00027,0.99973
86,3,100.0,False,4,65498251264,0.2383,225968966812,0.000274,0.999726
87,3,100.0,False,4,66571993088,0.2422,229673376104,0.000279,0.999721
88,3,100.0,False,4,67645734912,0.2461,233377785396,0.000283,0.999717
89,3,100.0,False,4,68719476736,0.25,237082194688,0.000287,0.999713
90,3,80.0,False,4,69793218560,0.2539,240786603980,0.000292,0.999708
91,3,60.0,False,4,70866960384,0.2578,244491013272,0.000296,0.999704
92,3,40.0,False,4,71940702208,0.2617,248195422564,0.000301,0.999699
93,3,20.0,False,4,73014444032,0.2656,251899831856,0.000305,0.999695
94,3,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
95,3,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
96,4,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
97,4,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
98,4,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
99,4,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
100,4,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
101,4,0.0,True,5,73014444032,0.2656,251899831856,0.000305,0.999695
102,4,20.0,False,5,74088185856,0.2695,255604241148,0.00031,0.99969
103,4,40.0,False,5,75161927680,0.2734,259308650440,0.000314,0.999686
104,4,60.0,False,5,76235669504,0.2773,263013059732,0.000319,0.999681
105,4,80.0,False,5,77309411328,0.2812,266717469024,0.000323,0.999677
106,4,100.0,False,5,78383153152,0.2852,270421878316,0.000328,0.999672
107,4,100.0,False,5,79456894976,0.2891,274126287608,0.000332,0.999668
108,4,100.0,False,5,80530636800,0.293,277830696900,0.000337,0.999663
109,4,100.0,False,5,81604378624,0.2969,281535106192,0.000341,0.999659
110,4,100.0,False,5,82678120448,0.3008,285239515484,0.000346,0.999654
111,4,100.0,False,5,83751862272,0.3047,288943924776,0.00035,0.99965
112,4,100.0,False,5,84825604096,0.3086,292648334068,0.000355,0.999645
113,4,100.0,False,5,85899345920,0.3125,296352743360,0.000359,0.999641
114,4,80.0,False,5,86973087744,0.3164,300057152652,0.000364,0.999636
115,4,60.0,False,5,88046829568,0.3203,303761561944,0.000368,0.999632
116,4,40.0,False,5,89120571392,0.3242,307465971236,0.000373,0.999627
117,4,20.0,False,5,90194313216,0.3281,311170380528,0.000377,0.999623
118,4,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
119,4,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
120,5,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
121,5,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
122,5,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
123,5,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
124,5,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
125,5,0.0,True,6,90194313216,0.3281,311170380528,0.000377,0.999623
126,5,20.0,False,6,91268055040,0.332,314874789820,0.000382,0.999618
127,5,40.0,False,6,92341796864,0.3359,318579199112,0.000386,0.999614
128,5,60.0,False,6,93415538688,0.3398,322283608404,0.000391,0.999609
129,5,80.0,False,6,94489280512,0.3438,325988017696,0.000395,0.999605
130,5,100.0,False,6,95563022336,0.3477,329692426988,0.0004,0.9996
131,5,100.0,False,6,96636764160,0.3516,333396836280,0.000404,0.999596
132,5,100.0,False,6,97710505984,0.3555,337101245572,0.000409,0.999591
133,5,100.0,False,6,98784247808,0.3594,340805654864,0.000413,0.999587
134,5,100.0,False,6,99857989632,0.3633,344510064156,0.000418,0.999582
135,5,100.0,False,6,100931731456,0.3672,348214473448,0.000422,0.999578
136,5,100.0,False,6,102005473280,0.3711,351918882740,0.000427,0.999573
137,5,100.0,False,6,103079215104,0.375,355623292032,0.000431,0.999569
138,5,80.0,False,6,104152956928,0.3789,359327701324,0.000436,0.999564
139,5,60.0,False,6,105226698752,0.3828,363032110616,0.00044,0.99956
140,5,40.0,False,6,106300440576,0.3867,366736519908,0.000445,0.999555
141,5,20.0,False,6,107374182400,0.3906,370440929200,0.000449,0.999551
142,5,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
143,5,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
144,6,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
145,6,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
146,6,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
147,6,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
148,6,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
149,6,0.0,True,7,107374182400,0.3906,370440929200,0.000449,0.999551
150,6,20.0,False,7,108447924224,0.3945,374145338492,0.000454,0.999546
151,6,40.0,False,7,109521666048,0.3984,377849747784,0.000458,0.999542
152,6,60.0,False,7,110595407872,0.4023,381554157076,0.000463,0.999537
153,6,80.0,False,7,111669149696,0.4062,385258566368,0.000467,0.999533
154,6,100.0,False,7,112742891520,0.4102,388962975660,0.000472,0.999528
155,6,100.0,False,7,113816633344,0.4141,392667384952,0.000476,0.999524
156,6,100.0,False,7,114890375168,0.418,396371794244,0.000481,0.999519
157,6,100.0,False,7,115964116992,0.4219,400076203536,0.000485,0.999515
158,6,100.0,False,7,117037858816,0.4258,403780612828,0.00049,0.99951
159,6,100.0,False,7,118111600640,0.4297,407485022120,0.000494,0.999506
160,6,100.0,False,7,119185342464,0.4336,411189431412,0.000499,0.999501
161,6,100.0,False,7,120259084288,0.4375,414893840704,0.000503,0.999497
162,6,80.0,False,7,121332826112,0.4414,418598249996,0.000508,0.999492
163,6,60.0,False,7,122406567936,0.4453,422302659288,0.000512,0.999488
164,6,40.0,False,7,123480309760,0.4492,426007068580,0.000517,0.999483
165,6,20.0,False,7,124554051584,0.4531,429711477872,0.000521,0.999479
166,6,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
167,6,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
168,7,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
169,7,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
170,7,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
171,7,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
172,7,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
173,7,0.0,True,8,124554051584,0.4531,429711477872,0.000521,0.999479
174,7,20.0,False,8,125627793408,0.457,433415887164,0.000526,0.999474
175,7,40.0,False,8,126701535232,0.4609,437120296456,0.00053,0.99947
176,7,60.0,False,8,127775277056,0.4648,440824705748,0.000535,0.999465
177,7,80.0,False,8,128849018880,0.4688,444529115040,0.000539,0.999461
178,7,100.0,False,8,129922760704,0.4727,448233524332,0.000544,0.999456
179,7,100.0,False,8,130996502528,0.4766,451937933624,0.000548,0.999452
180,7,100.0,False,8,132070244352,0.4805,455642342916,0.000553,0.999447
181,7,100.0,False,8,133143986176,0.4844,459346752208,0.000557,0.999443
182,7,100.0,False,8,134217728000,0.4883,463051161500,0.000562,0.999438
183,7,100.0,False,8,135291469824,0.4922,466755570792,0.000566,0.999434
184,7,100.0,False,8,136365211648,0.4961,470459980084,0.000571,0.999429
185,7,100.0,False,8,137438953472,0.5,474164389376,0.000575,0.999425
186,7,80.0,False,8,138512695296,0.5039,477868798668,0.000579,0.999421
187,7,60.0,False,8,139586437120,0.5078,481573207960,0.000584,0.999416
188,7,40.0,False,8,140660178944,0.5117,485277617252,0.000588,0.999412
189,7,20.0,False,8,141733920768,0.5156,488982026544,0.000593,0.999407
190,7,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
191,7,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
192,8,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
193,8,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
194,8,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
195,8,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
196,8,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
197,8,0.0,True,9,141733920768,0.5156,488982026544,0.000593,0.999407
198,8,20.0,False,9,142807662592,0.5195,492686435836,0.000597,0.999403
199,8,40.0,False,9,143881404416,0.5234,496390845128,0.000602,0.999398
200,8,60.0,False,9,144955146240,0.5273,500095254420,0.000606,0.999394
201,8,80.0,False,9,146028888064,0.5312,503799663712,0.000611,0.999389
202,8,100.0,False,9,147102629888,0.5352,507504073004,0.000615,0.999385
203,8,100.0,False,9,148176371712,0.5391,511208482296,0.00062,0.99938
204,8,100.0,False,9,149250113536,0.543,514912891588,0.000624,0.999376
205,8,100.0,False,9,150323855360,0.5469,518617300880,0.000629,0.999371
206,8,100.0,False,9,151397597184,0.5508,522321710172,0.000633,0.999367
207,8,100.0,False,9,152471339008,0.5547,526026119464,0.000638,0.999362
208,8,100.0,False,9,153545080832,0.5586,529730528756,0.000642,0.999358
209,8,100.0,False,9,154618822656,0.5625,533434938048,0.000647,0.999353
210,8,80.0,False,9,155692564480,0.5664,537139347340,0.000651,0.999349
211,8,60.0,False,9,156766306304,0.5703,540843756632,0.000656,0.999344
212,8,40.0,False,9,157840048128,0.5742,544548165924,0.00066,0.99934
213,8,20.0,False,9,158913789952,0.5781,548252575216,0.000665,0.999335
214,8,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
215,8,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
216,9,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
217,9,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
218,9,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
219,9,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
220,9,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
221,9,0.0,True,10,158913789952,0.5781,548252575216,0.000665,0.999335
222,9,20.0,False,10,159987531776,0.582,551956984508,0.000669,0.999331
223,9,40.0,False,10,161061273600,0.5859,555661393800,0.000674,0.999326
224,9,60.0,False,10,162135015424,0.5898,559365803092,0.000678,0.999322
225,9,80.0,False,10,163208757248,0.5938,563070212384,0.000683,0.999317
226,9,100.0,False,10,164282499072,0.5977,566774621676,0.000687,0.999313
227,9,100.0,False,10,165356240896,0.6016,570479030968,0.000692,0.999308
228,9,100.0,False,10,166429982720,0.6055,574183440260,0.000696,0.999304
229,9,100.0,False,10,167503724544,0.6094,577887849552,0.000701,0.999299
230,9,100.0,False,10,168577466368,0.6133,581592258844,0.000705,0.999295
231,9,100.0,False,10,169651208192,0.6172,585296668136,0.00071,0.99929
232,9,100.0,False,10,170724950016,0.6211,589001077428,0.000714,0.999286
233,9,100.0,False,10,171798691840,0.625,592705486720,0.000719,0.999281
234,9,80.0,False,10,172872433664,0.6289,596409896012,0.000723,0.999277
235,9,60.0,False,10,173946175488,0.6328,600114305304,0.000728,0.999272
236,9,40.0,False,10,175019917312,0.6367,603818714596,0.000732,0.999268
237,9,20.0,False,10,176093659136,0.6406,607523123888,0.000737,0.999263
238,9,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
239,9,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
240,10,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
241,10,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
242,10,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
243,10,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
244,10,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
245,10,0.0,True,11,176093659136,0.6406,607523123888,0.000737,0.999263
246,10,20.0,False,11,177167400960,0.6445,611227533180,0.000741,0.999259
247,10,40.0,False,11,178241142784,0.6484,614931942472,0.000746,0.999254
248,10,60.0,False,11,179314884608,0.6523,618636351764,0.00075,0.99925
249,10,80.0,False,11,180388626432,0.6562,622340761056,0.000755,0.999245
250,10,100.0,False,11,181462368256,0.6602,626045170348,0.000759,0.999241
251,10,100.0,False,11,182536110080,0.6641,629749579640,0.000764,0.999236
252,10,100.0,False,11,183609851904,0.668,633453988932,0.000768,0.999232
253,10,100.0,False,11,184683593728,0.6719,637158398224,0.000773,0.999227
254,10,100.0,False,11,185757335552,0.6758,640862807516,0.000777,0.999223
255,10,100.0,False,11,186831077376,0.6797,644567216808,0.000782,0.999218
256,10,100.0,False,11,187904819200,0.6836,648271626100,0.000786,0.999214
257,10,100.0,False,11,188978561024,0.6875,651976035392,0.000791,0.999209
258,10,80.0,False,11,190052302848,0.6914,655680444684,0.000795,0.999205
259,10,60.0,False,11,191126044672,0.6953,659384853976,0.0008,0.9992
260,10,40.0,False,11,192199786496,0.6992,663089263268,0.000804,0.999196
261,10,20.0,False,11,193273528320,0.7031,666793672560,0.000809,0.999191
262,10,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
263,10,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
264,11,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
265,11,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
266,11,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
267,11,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
268,11,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
269,11,0.0,True,12,193273528320,0.7031,666793672560,0.000809,0.999191
270,11,20.0,False,12,194347270144,0.707,670498081852,0.000813,0.999187
271,11,40.0,False,12,195421011968,0.7109,674202491144,0.000818,0.999182
272,11,60.0,False,12,196494753792,0.7148,677906900436,0.000822,0.999178
273,11,80.0,False,12,197568495616,0.7188,681611309728,0.000827,0.999173
274,11,100.0,False,12,198642237440,0.7227,685315719020,0.000831,0.999169
275,11,100.0,False,12,199715979264,0.7266,689020128312,0.000836,0.999164
276,11,100.0,False,12,200789721088,0.7305,692724537604,0.00084,0.99916
277,11,100.0,False,12,201863462912,0.7344,696428946896,0.000845,0.999155
278,11,100.0,False,12,202937204736,0.7383,700133356188,0.000849,0.999151
279,11,100.0,False,12,204010946560,0.7422,703837765480,0.000854,0.999146
280,11,100.0,False,12,205084688384,0.7461,707542174772,0.000858,0.999142
281,11,100.0,False,12,206158430208,0.75,711246584064,0.000862,0.999138
282,11,80.0,False,12,207232172032,0.7539,714950993356,0.000867,0.999133
283,11,60.0,False,12,208305913856,0.7578,718655402648,0.000871,0.999129
284,11,40.0,False,12,209379655680,0.7617,722359811940,0.000876,0.999124
285,11,20.0,False,12,210453397504,0.7656,726064221232,0.00088,0.99912
286,11,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
287,11,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
288,12,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
289,12,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
290,12,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
291,12,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
292,12,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
293,12,0.0,True,13,210453397504,0.7656,726064221232,0.00088,0.99912
294,12,20.0,False,13,211527139328,0.7695,729768630524,0.000885,0.999115
295,12,40.0,False,13,212600881152,0.7734,733473039816,0.000889,0.999111
296,12,60.0,False,13,213674622976,0.7773,737177449108,0.000894,0.999106
297,12,80.0,False,13,214748364800,0.7812,740881858400,0.000898,0.999102
298,12,100.0,False,13,215822106624,0.7852,744586267692,0.000903,0.999097
299,12,100.0,False,13,216895848448,0.7891,748290676984,0.000907,0.999093
300,12,100.0,False,13,217969590272,0.793,751995086276,0.000912,0.999088
301,12,100.0,False,13,219043332096,0.7969,755699495568,0.000916,0.999084
302,12,100.0,False,13,220117073920,0.8008,759403904860,0.000921,0.999079
303,12,100.0,False,13,221190815744,0.8047,763108314152,0.000925,0.999075
304,12,100.0,False,13,222264557568,0.8086,766812723444,0.00093,0.99907
305,12,100.0,False,13,223338299392,0.8125,770517132736,0.000934,0.999066
306,12,80.0,False,13,224412041216,0.8164,774221542028,0.000939,0.999061
307,12,60.0,False,13,225485783040,0.8203,777925951320,0.000943,0.999057
308,12,40.0,False,13,226559524864,0.8242,781630360612,0.000948,0.999052
309,12,20.0,False,13,227633266688,0.8281,785334769904,0.000952,0.999048
310,12,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
311,12,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
312,13,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
313,13,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
314,13,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
315,13,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
316,13,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
317,13,0.0,True,14,227633266688,0.8281,785334769904,0.000952,0.999048
318,13,20.0,False,14,228707008512,0.832,789039179196,0.000957,0.999043
319,13,40.0,False,14,229780750336,0.8359,792743588488,0.000961,0.999039
320,13,60.0,False,14,230854492160,0.8398,796447997780,0.000966,0.999034
321,13,80.0,False,14,231928233984,0.8438,800152407072,0.00097,0.99903
322,13,100.0,False,14,233001975808,0.8477,803856816364,0.000975,0.999025
323,13,100.0,False,14,234075717632,0.8516,807561225656,0.000979,0.999021
324,13,100.0,False,14,235149459456,0.8555,811265634948,0.000984,0.999016
325,13,100.0,False,14,236223201280,0.8594,814970044240,0.000988,0.999012
326,13,100.0,False,14,237296943104,0.8633,818674453532,0.000993,0.999007
327,13,100.0,False,14,238370684928,0.8672,822378862824,0.000997,0.999003
328,13,100.0,False,14,239444426752,0.8711,826083272116,0.001002,0.998998
329,13,100.0,False,14,240518168576,0.875,829787681408,0.001006,0.998994
330,13,80.0,False,14,241591910400,0.8789,833492090700,0.001011,0.998989
331,13,60.0,False,14,242665652224,0.8828,837196499992,0.001015,0.998985
332,13,40.0,False,14,243739394048,0.8867,840900909284,0.00102,0.99898
333,13,20.0,False,14,244813135872,0.8906,844605318576,0.001024,0.998976
334,13,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
335,13,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
336,14,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
337,14,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
338,14,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
339,14,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
340,14,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
341,14,0.0,True,15,244813135872,0.8906,844605318576,0.001024,0.998976
342,14,20.0,False,15,245886877696,0.8945,848309727868,0.001029,0.998971
343,14,40.0,False,15,246960619520,0.8984,852014137160,0.001033,0.998967
344,14,60.0,False,15,248034361344,0.9023,855718546452,0.001038,0.998962
345,14,80.0,False,15,249108103168,0.9062,859422955744,0.001042,0.998958
346,14,100.0,False,15,250181844992,0.9102,863127365036,0.001047,0.998953
347,14,100.0,False,15,251255586816,0.9141,866831774328,0.001051,0.998949
348,14,100.0,False,15,252329328640,0.918,870536183620,0.001056,0.998944
349,14,100.0,False,15,253403070464,0.9219,874240592912,0.00106,0.99894
350,14,100.0,False,15,254476812288,0.9258,877945002204,0.001065,0.998935
351,14,100.0,False,15,255550554112,0.9297,881649411496,0.001069,0.998931
352,14,100.0,False,15,256624295936,0.9336,885353820788,0.001074,0.998926
353,14,100.0,False,15,257698037760,0.9375,889058230080,0.001078,0.998922
354,14,80.0,False,15,258771779584,0.9414,892762639372,0.001083,0.998917
355,14,60.0,False,15,259845521408,0.9453,896467048664,0.001087,0.998913
356,14,40.0,False,15,260919263232,0.9492,900171457956,0.001092,0.998908
357,14,20.0,False,15,261993005056,0.9531,903875867248,0.001096,0.998904
358,14,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
359,14,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
360,15,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
361,15,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
362,15,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
363,15,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
364,15,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
365,15,0.0,True,16,261993005056,0.9531,903875867248,0.001096,0.998904
366,15,20.0,False,16,263066746880,0.957,907580276540,0.001101,0.998899
367,15,40.0,False,16,264140488704,0.9609,911284685832,0.001105,0.998895
368,15,60.0,False,16,265214230528,0.9648,914989095124,0.00111,0.99889
369,15,80.0,False,16,266287972352,0.9688,918693504416,0.001114,0.998886
370,15,100.0,False,16,267361714176,0.9727,922397913708,0.001119,0.998881
371,15,100.0,False,16,268435456000,0.9766,926102323000,0.001123,0.998877
372,15,100.0,False,16,269509197824,0.9805,929806732292,0.001128,0.998872
373,15,100.0,False,16,270582939648,0.9844,933511141584,0.001132,0.998868
374,15,100.0,False,16,271656681472,0.9883,937215550876,0.001137,0.998863
375,15,100.0,False,16,272730423296,0.9922,940919960168,0.001141,0.998859
376,15,100.0,False,16,273804165120,0.9961,944624369460,0.001146,0.998854
377,15,100.0,False,16,273804165120,0.9961,944624369460,0.001146,0.998854
378,15,80.0,False,16,273804165120,0.9961,944624369460,0.001146,0.998854
379,15,60.0,False,16,273804165120,0.9961,944624369460,0.001146,0.998854
