run_id,architecture,tfup_s,tcp_s
78,A3_ROI_FIRST,106.97945990692334,106.97945990692334
78,A4_PROGRESSIVE,26.995843906923337,77.74692230692334
79,A0_GROUND_ONLY,271.0843730780348,271.0843730780348
79,A1_COMPRESSED_FULL,264.61684694911304,264.61684694911304
79,A2_QUICKLOOK_FIRST,18.461684694911302,18.461684694911302
79,A3_ROI_FIRST,104.61684694911301,104.61684694911301
79,A4_PROGRESSIVE,24.633230949113017,75.38430934911301
80,A0_GROUND_ONLY,338.90746199401576,338.90746199401576
80,A1_COMPRESSED_FULL,270.1113516459145,270.1113516459145
80,A2_QUICKLOOK_FIRST,19.01113516459145,19.01113516459145
80,A3_ROI_FIRST,110.11135164591452,110.11135164591452
80,A4_PROGRESSIVE,30.127735645914523,80.87881404591452
81,A0_GROUND_ONLY,285.3309280847386,285.3309280847386
81,A1_COMPRESSED_FULL,272.8035678047875,272.8035678047875
81,A2_QUICKLOOK_FIRST,19.280356780478755,19.280356780478755
81,A3_ROI_FIRST,112.80356780478752,112.80356780478752
81,A4_PROGRESSIVE,32.81995180478753,83.57103020478752
82,A0_GROUND_ONLY,288.5399312356956,288.5399312356956
82,A1_COMPRESSED_FULL,273.5542250297848,273.5542250297848
82,A2_QUICKLOOK_FIRST,19.35542250297848,19.35542250297848
82,A3_ROI_FIRST,113.5542250297848,113.5542250297848
82,A4_PROGRESSIVE,33.570609029784805,84.3216874297848
83,A0_GROUND_ONLY,263.3632995082159,263.3632995082159
83,A1_COMPRESSED_FULL,270.2734446796699,270.2734446796699
83,A2_QUICKLOOK_FIRST,19.02734446796699,19.02734446796699
83,A3_ROI_FIRST,110.27344467966992,110.27344467966992
83,A4_PROGRESSIVE,30.289828679669924,81.04090707966992
84,A0_GROUND_ONLY,331.98973659498773,331.98973659498773
84,A1_COMPRESSED_FULL,269.19327477097534,269.19327477097534
84,A2_QUICKLOOK_FIRST,18.919327477097532,18.919327477097532
84,A3_ROI_FIRST,109.19327477097531,109.19327477097531
84,A4_PROGRESSIVE,29.209658770975306,79.9607371709753
85,A0_GROUND_ONLY,325.58245411722874,325.58245411722874
85,A1_COMPRESSED_FULL,269.11681471833543,269.11681471833543
85,A2_QUICKLOOK_FIRST,18.911681471833546,18.911681471833546
85,A3_ROI_FIRST,109.11681471833543,109.11681471833543
85,A4_PROGRESSIVE,29.13319871833544,79.88427711833543
86,A0_GROUND_ONLY,275.07744129436986,275.07744129436986
86,A1_COMPRESSED_FULL,272.92866582891435,272.92866582891435
86,A2_QUICKLOOK_FIRST,19.292866582891435,19.292866582891435
86,A3_ROI_FIRST,112.92866582891435,112.92866582891435
